gene,target_ensg,condition,n_downstream_Rest,n_downstream_Stim8hr,n_downstream_Stim48hr,n_total_de_Rest,n_total_de_Stim8hr,n_total_de_Stim48hr,n_sig_markers_Rest,n_sig_markers_Stim8hr,n_sig_markers_Stim48hr,stim_max_downstream,class,context_specificity_score,present_conditions,prog_zscore_at_op,top_sig_marker_at_op,therapeutic_direction
ANKH,ENSG00000154122,Stim48hr,0,0,6,0,1,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
APOL6,ENSG00000221963,Stim8hr,0,6,1,0,7,2,0,2,0,6,weak,0.8571,"Stim8hr,Stim48hr",5.844,IL17F+,none
ASTE1,ENSG00000034533,Stim8hr,0,6,0,1,7,1,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
ATG4D,ENSG00000130734,Stim8hr,0,6,3,1,7,4,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
BTRC,ENSG00000166167,Stim8hr,0,6,1,0,7,2,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
CACNB1,ENSG00000067191,Stim8hr,0,6,2,0,7,3,0,0,1,6,weak,0.8571,"Stim8hr,Stim48hr",5.666,IL5+,none
CLN8,ENSG00000182372,Stim8hr,0,6,2,0,7,3,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
CTSC,ENSG00000109861,Stim48hr,0,4,6,0,5,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
CXXC5,ENSG00000171604,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
DDX19A,ENSG00000168872,Stim48hr,0,3,6,1,4,7,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
DEDD,ENSG00000158796,Stim48hr,0,2,6,0,3,7,0,0,1,6,weak,0.8571,"Stim8hr,Stim48hr",-4.041,IL5-,none
DNAJB1,ENSG00000132002,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
EGR1,ENSG00000120738,Stim8hr,0,6,2,0,7,3,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
EME1,ENSG00000154920,Stim48hr,0,5,6,0,6,7,0,2,0,6,weak,0.8571,"Stim8hr,Stim48hr",-4.265,IL10-,none
ERMP1,ENSG00000099219,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
FAM13B,ENSG00000031003,Stim8hr,0,6,4,0,7,5,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
FBXW9,ENSG00000132004,Stim48hr,0,1,6,0,2,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
G0S2,ENSG00000123689,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
G6PD,ENSG00000160211,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
GCFC2,ENSG00000005436,Stim48hr,0,0,6,0,1,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
GCNT1,ENSG00000187210,Stim48hr,0,1,6,1,2,7,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
GFM1,ENSG00000168827,Stim48hr,0,5,6,0,6,7,0,0,2,6,weak,0.8571,"Stim8hr,Stim48hr",-4.295,IL13-,none
HSPBP1,ENSG00000133265,Stim48hr,0,3,6,1,4,7,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
JDP2,ENSG00000140044,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
KCNA3,ENSG00000177272,Stim48hr,0,4,6,0,5,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
KLHL24,ENSG00000114796,Stim8hr,0,6,2,1,7,3,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
LIF,ENSG00000128342,Stim8hr,0,6,5,0,7,6,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
LRFN4,ENSG00000173621,Stim8hr,0,6,0,0,7,0,0,1,0,6,weak,0.8571,Stim8hr,-4.311,IL5-,none
MAGED2,ENSG00000102316,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
MAN2A1,ENSG00000112893,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
MBOAT2,ENSG00000143797,Stim48hr,0,0,6,1,0,7,0,0,0,6,weak,0.8571,"Rest,Stim48hr",,,none
MCM9,ENSG00000111877,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
MICAL2,ENSG00000133816,Stim8hr,0,6,5,0,7,6,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
MYL6B,ENSG00000196465,Stim48hr,0,0,6,1,1,7,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
NPTN,ENSG00000156642,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
PAQR4,ENSG00000162073,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
PASK,ENSG00000115687,Stim8hr,0,6,0,1,7,1,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
PATL1,ENSG00000166889,Stim8hr,0,6,4,0,7,5,0,2,0,6,weak,0.8571,"Stim8hr,Stim48hr",0.291,CD69+,none
PAXX,ENSG00000310560,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
PDCD4,ENSG00000150593,Stim8hr,0,6,3,0,7,4,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
PEPD,ENSG00000124299,Stim48hr,0,3,6,0,4,7,0,0,1,6,weak,0.8571,"Stim8hr,Stim48hr",-4.044,IL3-,none
PEX19,ENSG00000162735,Stim48hr,0,0,6,0,0,7,0,0,1,6,weak,0.8571,Stim48hr,8.335,IL23R+,none
PHAF1,ENSG00000125149,Stim48hr,0,1,6,1,2,7,0,0,0,6,weak,0.8571,"Rest,Stim8hr,Stim48hr",,,none
PHF2,ENSG00000197724,Stim48hr,0,0,6,0,1,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
PIGA,ENSG00000165195,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
PIGV,ENSG00000060642,Stim48hr,0,0,6,0,0,7,0,0,1,6,weak,0.8571,Stim48hr,4.183,IL23R+,none
PIP5K1A,ENSG00000143398,Stim48hr,0,0,6,0,0,7,0,0,1,6,weak,0.8571,Stim48hr,,,none
PLA2G4A,ENSG00000116711,Stim48hr,0,0,6,0,0,7,0,0,1,6,weak,0.8571,Stim48hr,,,none
PPP1R8,ENSG00000117751,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
RAC1,ENSG00000136238,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
RNF139,ENSG00000170881,Stim48hr,0,1,6,0,2,7,0,0,3,6,weak,0.8571,"Stim8hr,Stim48hr",5.021,IFNG+,none
RNF216,ENSG00000011275,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
RTL8A,ENSG00000203950,Stim48hr,0,0,6,0,0,7,0,0,0,6,weak,0.8571,Stim48hr,,,none
SAAL1,ENSG00000166788,Stim48hr,0,2,6,0,3,7,0,0,1,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
SLC20A1,ENSG00000144136,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
SLC29A1,ENSG00000112759,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
STRN,ENSG00000115808,Stim8hr,0,6,5,0,7,6,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
SUV39H2,ENSG00000152455,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
TBK1,ENSG00000183735,Stim48hr,0,0,6,1,0,7,0,0,0,6,weak,0.8571,"Rest,Stim48hr",,,none
TMEM165,ENSG00000134851,Stim48hr,0,4,6,0,5,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
TRMO,ENSG00000136932,Stim8hr,0,6,0,1,7,0,0,0,0,6,weak,0.8571,"Rest,Stim8hr",,,none
UBQLN4,ENSG00000160803,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
UGP2,ENSG00000169764,Stim48hr,0,0,6,0,1,7,0,0,0,6,weak,0.8571,"Stim8hr,Stim48hr",,,none
VAC14,ENSG00000103043,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
WDR27,ENSG00000184465,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
XPO5,ENSG00000124571,Stim8hr,0,6,0,0,7,0,0,0,0,6,weak,0.8571,Stim8hr,,,none
ZNF774,ENSG00000196391,Stim48hr,0,0,6,0,0,7,0,0,1,6,weak,0.8571,Stim48hr,4.444,PDCD1+,none
ADAM15,ENSG00000143537,Stim48hr,0,1,5,1,2,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
ATL3,ENSG00000184743,Stim48hr,0,2,5,0,3,6,0,0,2,5,weak,0.8333,"Stim8hr,Stim48hr",-4.338,CCL5-,none
ATXN3,ENSG00000066427,Stim8hr,0,5,2,0,6,3,0,0,1,5,weak,0.8333,"Stim8hr,Stim48hr",4.866,IFNG+,none
BRD4,ENSG00000141867,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
CD79B,ENSG00000007312,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
CFL2,ENSG00000165410,Stim8hr,0,5,1,1,6,2,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
CSF2RB,ENSG00000100368,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
CUL9,ENSG00000112659,Stim8hr,0,5,1,0,6,2,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
DCTPP1,ENSG00000179958,Stim48hr,0,1,5,0,2,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
DCXR,ENSG00000169738,Stim8hr,0,5,3,1,6,4,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
DERL1,ENSG00000136986,Stim48hr,0,0,5,1,1,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
DHRS3,ENSG00000162496,Stim8hr,0,5,3,0,6,4,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
DMWD,ENSG00000185800,Stim48hr,0,4,5,0,5,6,0,0,1,5,weak,0.8333,"Stim8hr,Stim48hr",-4.14,CD40LG-,none
DNAJB14,ENSG00000164031,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
DUSP18,ENSG00000167065,Stim48hr,0,0,5,0,0,6,0,0,1,5,weak,0.8333,Stim48hr,-4.207,IL5-,none
DUSP3,ENSG00000108861,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
EPB41,ENSG00000159023,Stim48hr,0,0,5,0,1,6,0,0,1,5,weak,0.8333,"Stim8hr,Stim48hr",4.717,CD69+,none
EXOC6,ENSG00000138190,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
FBXO44,ENSG00000132879,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
FEM1B,ENSG00000169018,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
FHIP2B,ENSG00000158863,Stim8hr,0,5,3,1,6,4,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
GCLM,ENSG00000023909,Stim8hr,0,5,1,0,6,2,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
GPR171,ENSG00000174946,Stim8hr,0,5,0,0,6,1,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
GRAMD4,ENSG00000075240,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
GRK3,ENSG00000100077,Stim48hr,0,4,5,0,5,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
HEBP1,ENSG00000013583,Stim8hr,0,5,0,0,6,1,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
HIC1,ENSG00000177374,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
HNRNPF,ENSG00000169813,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
ITPRIPL2,ENSG00000205730,Stim48hr,0,0,5,0,0,6,0,0,1,5,weak,0.8333,Stim48hr,4.318,TNFRSF4+,none
KCTD17,ENSG00000100379,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
KPNA2,ENSG00000182481,Stim8hr,0,5,4,1,6,5,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
MND1,ENSG00000121211,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
NEK4,ENSG00000114904,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
NME4,ENSG00000103202,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
P3H1,ENSG00000117385,Stim48hr,0,0,5,1,1,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
P4HA1,ENSG00000122884,Stim48hr,0,3,5,1,4,6,0,0,1,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
PAFAH1B2,ENSG00000168092,Stim48hr,0,0,5,1,1,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
PITPNM1,ENSG00000110697,Stim48hr,0,4,5,0,5,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
PLEKHF2,ENSG00000175895,Stim8hr,0,5,1,0,6,2,0,1,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
PLEKHG4,ENSG00000196155,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
PNPLA8,ENSG00000135241,Stim8hr,0,5,0,1,6,1,0,1,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
PPTC7,ENSG00000196850,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
PTPDC1,ENSG00000158079,Stim48hr,0,0,5,0,0,6,0,0,1,5,weak,0.8333,Stim48hr,4.771,IL2+,none
RFNG,ENSG00000169733,Stim48hr,0,0,5,0,0,6,0,0,1,5,weak,0.8333,Stim48hr,,,none
RHOC,ENSG00000155366,Stim8hr,0,5,3,0,6,4,0,1,0,5,weak,0.8333,"Stim8hr,Stim48hr",-4.47,IL5-,none
RIMKLA,ENSG00000177181,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
RNF166,ENSG00000158717,Stim48hr,0,0,5,0,0,6,0,0,1,5,weak,0.8333,Stim48hr,-4.201,IL3-,none
SAMD4B,ENSG00000179134,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
SELENOH,ENSG00000211450,Stim48hr,0,3,5,1,4,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
SEMA4B,ENSG00000185033,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
SHMT1,ENSG00000176974,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
SLCO3A1,ENSG00000176463,Stim48hr,0,5,5,0,6,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
SNX33,ENSG00000173548,Stim48hr,0,5,5,0,6,6,0,0,1,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
SPINT2,ENSG00000167642,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
SQOR,ENSG00000137767,Stim48hr,0,5,5,0,6,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TAPT1,ENSG00000169762,Stim48hr,0,4,5,0,5,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TBC1D10A,ENSG00000099992,Stim8hr,0,5,2,0,6,3,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TC2N,ENSG00000165929,Stim48hr,0,1,5,1,2,6,0,1,1,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",4.814,TNFRSF9+,none
TESK1,ENSG00000107140,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TM6SF1,ENSG00000136404,Stim48hr,0,1,5,0,2,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TMCO1,ENSG00000143183,Stim8hr,0,5,4,1,6,5,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
TMEM35B,ENSG00000243749,Stim8hr,0,5,3,0,6,4,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TRIM46,ENSG00000163462,Stim8hr,0,5,4,0,6,5,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
TSC22D4,ENSG00000166925,Stim48hr,0,1,5,1,2,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
TUT7,ENSG00000083223,Stim8hr,0,5,3,0,6,4,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
UBE4B,ENSG00000130939,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
ULK1,ENSG00000177169,Stim48hr,0,0,5,1,1,6,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
USP25,ENSG00000155313,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
VAPA,ENSG00000101558,Stim48hr,0,0,5,0,0,6,0,0,0,5,weak,0.8333,Stim48hr,,,none
ZFP62,ENSG00000196670,Stim48hr,0,0,5,0,1,6,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
ZFYVE9,ENSG00000157077,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
ZNF268,ENSG00000090612,Stim8hr,0,5,1,0,6,2,0,0,0,5,weak,0.8333,"Stim8hr,Stim48hr",,,none
ZNF546,ENSG00000187187,Stim8hr,0,5,4,1,6,5,0,0,0,5,weak,0.8333,"Rest,Stim8hr,Stim48hr",,,none
ZNF74,ENSG00000185252,Stim48hr,0,4,5,0,5,6,0,1,0,5,weak,0.8333,"Stim8hr,Stim48hr",5.157,IL5+,none
ZNF768,ENSG00000169957,Stim8hr,0,5,0,0,6,0,0,0,0,5,weak,0.8333,Stim8hr,,,none
ABCF2,ENSG00000033050,Stim48hr,0,0,4,0,0,5,0,0,0,4,weak,0.8,Stim48hr,,,none
ABI2,ENSG00000138443,Stim48hr,0,0,4,0,0,5,0,0,0,4,weak,0.8,Stim48hr,,,none
ACOT7,ENSG00000097021,Stim8hr,0,4,0,0,5,0,0,0,0,4,weak,0.8,Stim8hr,,,none
ADCY9,ENSG00000162104,Stim8hr,0,4,0,0,5,1,0,0,0,4,weak,0.8,"Stim8hr,Stim48hr",,,none
ANKRD46,ENSG00000186106,Stim8hr,0,4,3,0,5,4,0,0,0,4,weak,0.8,"Stim8hr,Stim48hr",,,none
AP1S3,ENSG00000152056,Stim48hr,0,0,4,0,0,5,0,0,0,4,weak,0.8,Stim48hr,,,none
ARAF,ENSG00000078061,Stim8hr,0,4,0,0,5,1,0,0,0,4,weak,0.8,"Stim8hr,Stim48hr",,,none
ARL8A,ENSG00000143862,Stim48hr,0,0,4,1,1,5,0,0,0,4,weak,0.8,"Rest,Stim8hr,Stim48hr",,,none
ATXN7L2,ENSG00000162650,Stim8hr,0,4,0,0,5,0,0,0,0,4,weak,0.8,Stim8hr,,,none
B3GALNT2,ENSG00000162885,Stim48hr,0,2,4,0,3,5,0,0,0,4,weak,0.8,"Stim8hr,Stim48hr",,,none
C15orf48,ENSG00000166920,Stim48hr,0,0,4,0,0,5,0,0,0,4,weak,0.8,Stim48hr,,,none
CAPN7,ENSG00000131375,Stim8hr,0,4,0,0,5,0,0,0,0,4,weak,0.8,Stim8hr,,,none
CCDC66,ENSG00000180376,Stim8hr,0,4,0,1,5,1,0,0,0,4,weak,0.8,"Rest,Stim8hr,Stim48hr",,,none
CD200R1,ENSG00000163606,Stim48hr,0,3,4,1,4,5,0,0,0,4,weak,0.8,"Rest,Stim8hr,Stim48hr",,,none
